,s1,s2,s3
2022-09-04 17:00:00+00:00,0.21137327558524976,-0.41922500843423544,-0.8819522750734095
2022-09-04 17:01:40+00:00,0.13497156737061833,-0.2363684755377471,-0.9599584683279196
2022-09-04 17:03:20+00:00,0.021357895870072124,-0.08241261575914294,-0.9952132475872832
2022-09-04 17:05:00+00:00,-0.13574605081308008,0.04146974615907914,-0.9881259340047837
2022-09-04 17:06:40+00:00,-0.3014761804665128,0.16300215691017603,-0.9374294770260652
2022-09-04 17:08:20+00:00,-0.4332557148238022,0.23568837078288193,-0.8688685010870297
2022-09-04 17:10:00+00:00,-0.4042987614125013,0.20443683212622996,-0.8899576294918855
2022-09-04 17:11:40+00:00,-0.43079152328272663,0.06675883290823545,-0.8986373995741208
2022-09-04 17:13:20+00:00,-0.5202662985026837,-0.054333857673530744,-0.8504591765006382
2022-09-04 17:15:00+00:00,-0.6649293492237727,-0.12262985670628643,-0.7339527821044127
2022-09-04 17:16:40+00:00,-0.8351525923609733,-0.1468638930190354,-0.5244872889667749
2022-09-04 17:18:20+00:00,-0.9296309538185596,-0.24136110021422308,-0.27144372963656976
2022-09-04 17:20:00+00:00,-0.9279000212252139,-0.35581906619171294,-0.09876562857767562
2022-09-04 17:21:40+00:00,-0.8815513823926449,-0.4500616471221049,-0.13220900627473986
2022-09-04 17:23:20+00:00,-0.8132960246006647,-0.4389353366941214,-0.3740756706520915
2022-09-04 17:25:00+00:00,-0.6582262136042119,-0.37647457785904404,-0.6456133454541364
2022-09-04 17:26:40+00:00,-0.42826095345119636,-0.1912573629369338,-0.8796932376921177
2022-09-04 17:28:20+00:00,-0.13023522178176786,0.012104175045775859,-0.9892084778348604
2022-09-04 17:30:00+00:00,0.08351496968806407,0.1939932202547788,-0.9751788635055224
2022-09-04 17:31:40+00:00,0.22211966326460236,0.3369739369427164,-0.9128773863613605
2022-09-04 17:33:20+00:00,0.3106046486149231,0.4391245514402786,-0.8417543297509352
2022-09-04 17:35:00+00:00,0.43584925405681135,0.47358920517067116,-0.7626316100855668
2022-09-04 17:36:40+00:00,0.5168976150949796,0.528550216431419,-0.671678288380305
2022-09-04 17:38:20+00:00,0.5248463390519221,0.5952744878828525,-0.6066721854607263
2022-09-04 17:40:00+00:00,0.5664903469880422,0.6249008655051389,-0.5351925985515118
2022-09-04 17:41:40+00:00,0.6200738287965457,0.6284606203436851,-0.46748997936646136
2022-09-04 17:43:20+00:00,0.6423759166896342,0.6558956928054491,-0.3932552315046389
2022-09-04 17:45:00+00:00,0.6401403343677521,0.7053679513434568,-0.30104833640158174
2022-09-04 17:46:40+00:00,0.5917366544902325,0.7795869320134322,-0.1989174833707511
2022-09-04 17:48:20+00:00,0.520094326386849,0.8463852602740128,-0.10596301183414951
2022-09-04 17:50:00+00:00,0.4560228020697832,0.8867823068797588,-0.060399640304967715
2022-09-04 17:51:40+00:00,0.47999412516752876,0.8714384138584137,-0.09010803591925648
2022-09-04 17:53:20+00:00,0.5238565484186013,0.8416246021787326,-0.12284117179301873
2022-09-04 17:55:00+00:00,0.5448364727199078,0.8246021402875582,-0.14345230503628648
2022-09-04 17:56:40+00:00,0.5229412459830443,0.8326643162965774,-0.17612137741719677
2022-09-04 17:58:20+00:00,0.5649973799784979,0.790977660069863,-0.2304177476279437
2022-09-04 18:00:00+00:00,0.577712078342835,0.7571444848179817,-0.3016799165681004
2022-09-04 18:01:40+00:00,0.5947530799607436,0.735064774552981,-0.3221756904448072
2022-09-04 18:03:20+00:00,0.6134280429780483,0.7128131711483001,-0.3376605779677629
2022-09-04 18:05:00+00:00,0.6278895435730615,0.6822623873253664,-0.371869106243054
2022-09-04 18:06:40+00:00,0.629004842142264,0.6593263034025828,-0.4100764484951893
2022-09-04 18:08:20+00:00,0.6234330020348231,0.6400576287508011,-0.44719303463896115
2022-09-04 18:10:00+00:00,0.6106013669570286,0.6440647856394449,-0.4589777823537587
2022-09-04 18:11:40+00:00,0.5863474934796492,0.6571328880886237,-0.47193250834941863
2022-09-04 18:13:20+00:00,0.5549165060867864,0.6806047998865444,-0.4768240659683943
2022-09-04 18:15:00+00:00,0.5529953141013781,0.6624924722313881,-0.5038235622147719
2022-09-04 18:16:40+00:00,0.5695436470210551,0.6424053161342937,-0.5113235874970754
2022-09-04 18:18:20+00:00,0.5744325836499532,0.6515493228038152,-0.4939394312848647
2022-09-04 18:20:00+00:00,0.5797362691660722,0.6406734669705232,-0.5018067207932472
2022-09-04 18:21:40+00:00,0.6023369803527991,0.629128086467584,-0.4897555214911699
2022-09-04 18:23:20+00:00,0.6213094980518022,0.6353639074166616,-0.45672587213416893
2022-09-04 18:25:00+00:00,0.644585152566433,0.6229072694977125,-0.44129289175073294
2022-09-04 18:26:40+00:00,0.640704900175333,0.6432619959115982,-0.4171980956445137
2022-09-04 18:28:20+00:00,0.6222226628164449,0.6690241954227288,-0.40433746856947733
2022-09-04 18:30:00+00:00,0.615057884256045,0.6921900332470735,-0.3751846366624037
2022-09-04 18:31:40+00:00,0.5871474093198776,0.7549969479938348,-0.2883507799232999
2022-09-04 18:33:20+00:00,0.5683063762138287,0.799349370598793,-0.19072163602337236
2022-09-04 18:35:00+00:00,0.5109715818365413,0.8442940303683281,-0.15316276055450237
2022-09-04 18:36:40+00:00,0.40403586968779565,0.9014673799276351,-0.14891817006592944
2022-09-04 18:38:20+00:00,0.3061136458193262,0.9358743293086688,-0.1690068261946241
2022-09-04 18:40:00+00:00,0.22495295073837038,0.9516690580546856,-0.20296263544509804
2022-09-04 18:41:40+00:00,0.19522680349647994,0.9461313461263975,-0.2548009689773122
2022-09-04 18:43:20+00:00,0.22245686734716094,0.9230299530923367,-0.3105104985957344
2022-09-04 18:45:00+00:00,0.2527972506980101,0.8916906995077928,-0.3726588237533966
2022-09-04 18:46:40+00:00,0.23011492749676105,0.8925507874786853,-0.38489204123616216
2022-09-04 18:48:20+00:00,0.2170422991737723,0.8898434137304624,-0.39930239759385583
2022-09-04 18:50:00+00:00,0.24129741841306285,0.8936371702452499,-0.3761611782262722
2022-09-04 18:51:40+00:00,0.19828770818188782,0.8892057306567828,-0.4097987554719051
2022-09-04 18:53:20+00:00,0.12841100339777764,0.8797994171579678,-0.4558099358032146
2022-09-04 18:55:00+00:00,0.1517761520730952,0.8506436354915301,-0.501208533818523
2022-09-04 18:56:40+00:00,0.184394792728126,0.8330340983966985,-0.5198608602086703
2022-09-04 18:58:20+00:00,0.17600339821229374,0.8271540464460849,-0.5319666634500027
2022-09-04 19:00:00+00:00,0.189520173103859,0.8237167717516422,-0.5329041926562785
2022-09-04 19:01:40+00:00,0.15180163507660224,0.8139293089012305,-0.5592216768612465
2022-09-04 19:03:20+00:00,0.11239850096870209,0.8354258856674035,-0.5364749845614036
2022-09-04 19:05:00+00:00,0.048855251087030975,0.8549569688240687,-0.5147556237131358
2022-09-04 19:06:40+00:00,0.05723703260223066,0.8639262818793456,-0.4988119147469599
2022-09-04 19:08:20+00:00,0.12723662563910082,0.8405125584701697,-0.5247654650857051
2022-09-04 19:10:00+00:00,0.22927765271936848,0.781327631920576,-0.5785461735725402
2022-09-04 19:11:40+00:00,0.3295200711116194,0.7126155635217826,-0.6172851255039374
2022-09-04 19:13:20+00:00,0.5047121342023214,0.6169813125332195,-0.6017180143793422
2022-09-04 19:15:00+00:00,0.6522643201549848,0.565336212515831,-0.5016803740958373
2022-09-04 19:16:40+00:00,0.7378888826072216,0.555980305969715,-0.37958253207306064
2022-09-04 19:18:20+00:00,0.7830102704465388,0.5556471197058758,-0.2761282188196976
2022-09-04 19:20:00+00:00,0.8001389353970687,0.560180288478732,-0.20973822773744658
2022-09-04 19:21:40+00:00,0.8094665871063867,0.5580472988635301,-0.17815131611501173
2022-09-04 19:23:20+00:00,0.8337081256508827,0.5269898067166408,-0.15903650544583792
2022-09-04 19:25:00+00:00,0.8535663924117883,0.4934301275759935,-0.16207490288962917
2022-09-04 19:26:40+00:00,0.8774069680273533,0.4179726806531349,-0.22989417723069583
2022-09-04 19:28:20+00:00,0.8843444108963012,0.3752712333699067,-0.2747947377587358
2022-09-04 19:30:00+00:00,0.8547032832105954,0.36957464796801404,-0.361451282352209
2022-09-04 19:31:40+00:00,0.818639993518591,0.3523193814357121,-0.45105622020860503
2022-09-04 19:33:20+00:00,0.7652585160235564,0.33766599543392656,-0.5463204849511385
2022-09-04 19:35:00+00:00,0.7155545718471209,0.3230806659162044,-0.6178718667725721
2022-09-04 19:36:40+00:00,0.7046460361778735,0.31886168518414093,-0.6325099181135495
2022-09-04 19:38:20+00:00,0.6883905298014482,0.28496284379313386,-0.6658134454488754
2022-09-04 19:40:00+00:00,0.6545961890618006,0.25455173384398216,-0.7104445278644562
2022-09-04 19:41:40+00:00,0.6008227788905303,0.24731391360362365,-0.7588517667353153
2022-09-04 19:43:20+00:00,0.5482465850561856,0.24291205090781048,-0.7990541291236878
2022-09-04 19:45:00+00:00,0.5001164784779152,0.24630230128765102,-0.8291598755617936
2022-09-04 19:46:40+00:00,0.4385576443125803,0.2589079971487323,-0.859548936287562
2022-09-04 19:48:20+00:00,0.3973816901942094,0.34141064179440334,-0.8504802850385507
2022-09-04 19:50:00+00:00,0.32407078793893257,0.3999284343173106,-0.8560781161983808
2022-09-04 19:51:40+00:00,0.2183118690922856,0.46878602482378473,-0.854630471765995
2022-09-04 19:53:20+00:00,0.13644339846447107,0.46654072642326355,-0.8726648759345214
2022-09-04 19:55:00+00:00,0.0990436518603625,0.5332881400485833,-0.8386690867940585
2022-09-04 19:56:40+00:00,0.19424593866492307,0.578100350673,-0.7912089647849401
2022-09-04 19:58:20+00:00,0.2695548369114597,0.5895660270253816,-0.7599429551760356
2022-09-04 20:00:00+00:00,0.3328997672970096,0.6170320232212544,-0.7115647605061531
2022-09-04 20:01:40+00:00,0.36954313784837717,0.5396560819198688,-0.7550166583557923
2022-09-04 20:03:20+00:00,0.43387994547684977,0.4519887388497591,-0.7783404025932154
2022-09-04 20:05:00+00:00,0.45215376776953536,0.41909133712450664,-0.7863204590976237
2022-09-04 20:06:40+00:00,0.4608002977073192,0.4278994362304608,-0.7760929186145464
2022-09-04 20:08:20+00:00,0.4903142135590315,0.42184891345600284,-0.7614148380359014
2022-09-04 20:10:00+00:00,0.5144432916243871,0.37268433218200997,-0.7703886527319749
2022-09-04 20:11:40+00:00,0.5507173886398474,0.3592844175299008,-0.7522391173243522
2022-09-04 20:13:20+00:00,0.5909223703543345,0.24695476169387495,-0.7662399425109228
2022-09-04 20:15:00+00:00,0.5795184182127316,0.15958151514952376,-0.7978184861938158
2022-09-04 20:16:40+00:00,0.5503068129966656,0.06504122580013544,-0.8312425861259302
2022-09-04 20:18:20+00:00,0.5509138774375121,0.009233247962159406,-0.8333805093665918
2022-09-04 20:20:00+00:00,0.5239094718794028,-0.006357870236970476,-0.8504571415483951
2022-09-04 20:21:40+00:00,0.4356746628135443,-0.08996637899040551,-0.8934426154196262
2022-09-04 20:23:20+00:00,0.25247637350733076,-0.16200308248400683,-0.9516233812769254
2022-09-04 20:25:00+00:00,-0.04996508196073892,-0.2887535733481248,-0.9533518729110558
2022-09-04 20:26:40+00:00,-0.23738596292833483,-0.41041548373798525,-0.8784892828762532
2022-09-04 20:28:20+00:00,-0.3649571979790926,-0.5514796647926171,-0.7473829610645771
2022-09-04 20:30:00+00:00,-0.26870639664431406,-0.719582963536183,-0.6377797015508015
2022-09-04 20:31:40+00:00,-0.15000167881449059,-0.74782926907142,-0.6448788669208686
2022-09-04 20:33:20+00:00,-0.19516060411309197,-0.7871441547075907,-0.5830309710154931
2022-09-04 20:35:00+00:00,-0.33849345354984206,-0.7667793808877468,-0.5418609681725503
2022-09-04 20:36:40+00:00,-0.35798173479735845,-0.7688210699955622,-0.5268645790964365
2022-09-04 20:38:20+00:00,-0.3017695399125417,-0.7966885880132516,-0.5210043894002835
2022-09-04 20:40:00+00:00,-0.3275567905108133,-0.8230883974333604,-0.461234499067068
2022-09-04 20:41:40+00:00,-0.3897050638745228,-0.8472614214817683,-0.3568264563878377
2022-09-04 20:43:20+00:00,-0.430873388921221,-0.8179480610291162,-0.37804206011195973
2022-09-04 20:45:00+00:00,-0.5143259476870298,-0.7889473143716653,-0.3313227231179674
2022-09-04 20:46:40+00:00,-0.5448153629402319,-0.7891515334943929,-0.27720076626787576
2022-09-04 20:48:20+00:00,-0.6495085240403811,-0.7176624843478203,-0.2446063623701532
2022-09-04 20:50:00+00:00,-0.6122205526133379,-0.7386053033669789,-0.27439041804522274
2022-09-04 20:51:40+00:00,-0.5488406524310508,-0.7822421689828237,-0.2902430293957392
2022-09-04 20:53:20+00:00,-0.5822950172921022,-0.7350307474037011,-0.34377905615915855
2022-09-04 20:55:00+00:00,-0.6691626235842704,-0.6180299530675014,-0.4066623689482609
2022-09-04 20:56:40+00:00,-0.7841929123799006,-0.4402226326862971,-0.43155385022362064
2022-09-04 20:58:20+00:00,-0.7021507668495177,-0.39430583129326496,-0.5890658277273179
2022-09-04 21:00:00+00:00,-0.5837668748448293,-0.4739924061546722,-0.656659824848175
2022-09-04 21:01:40+00:00,-0.5274249754349389,-0.5769004894544681,-0.6218337042629719
2022-09-04 21:03:20+00:00,-0.48181727548440295,-0.6125891653696695,-0.6243982518215975
2022-09-04 21:05:00+00:00,-0.5406584880004326,-0.6424886830151081,-0.5403378397474686
2022-09-04 21:06:40+00:00,-0.459517756352822,-0.727173959662517,-0.5067986841251453
2022-09-04 21:08:20+00:00,-0.3297316159556309,-0.7950693783164025,-0.5052248968432346
2022-09-04 21:10:00+00:00,-0.17798987319692963,-0.8307873771588007,-0.5251908423006535
2022-09-04 21:11:40+00:00,-0.10723507410613815,-0.8498641670246919,-0.5136428419748941
2022-09-04 21:13:20+00:00,-0.1475631225481629,-0.8337467573583126,-0.5300593337913354
2022-09-04 21:15:00+00:00,-0.15231752506146823,-0.8493043043712775,-0.5028709531327088
2022-09-04 21:16:40+00:00,-0.09871862977122263,-0.8447624891499679,-0.5229837948828936
2022-09-04 21:18:20+00:00,-0.07320393523899835,-0.8338466794788837,-0.5447708057860532
2022-09-04 21:20:00+00:00,-0.1803960796476652,-0.8050099190572897,-0.5622157454242309
2022-09-04 21:21:40+00:00,-0.25207569120451806,-0.7778583375116189,-0.5725352241595585
2022-09-04 21:23:20+00:00,-0.27267143756151196,-0.785743379741907,-0.5495662051687638
2022-09-04 21:25:00+00:00,-0.05971912837820124,-0.7864239932099978,-0.611506902600328
2022-09-04 21:26:40+00:00,0.16745831732017294,-0.7560287287831307,-0.6262792333463828
2022-09-04 21:28:20+00:00,0.453096407726407,-0.7076908428470293,-0.5369064156462748
2022-09-04 21:30:00+00:00,0.5009204890578985,-0.6830632445712884,-0.529420529504617
2022-09-04 21:31:40+00:00,0.5103113650282224,-0.6877184613545736,-0.5139751122146844
2022-09-04 21:33:20+00:00,0.566054898450772,-0.6879322185118993,-0.4509183021386464
2022-09-04 21:35:00+00:00,0.6431683803598086,-0.6416586549083392,-0.4132937354097763
2022-09-04 21:36:40+00:00,0.7277759378155072,-0.5311659851670265,-0.4242688529193401
2022-09-04 21:38:20+00:00,0.6871273175875345,-0.35587407620002826,-0.6278705464303493
2022-09-04 21:40:00+00:00,0.5247218746443588,-0.32917287196964023,-0.7833413441975912
2022-09-04 21:41:40+00:00,0.5766760253161192,-0.3616705071926116,-0.7301299065848191
2022-09-04 21:43:20+00:00,0.6300003566344579,-0.42146956836183863,-0.6495080152650674
2022-09-04 21:45:00+00:00,0.5942104353755713,-0.4915063429127136,-0.6346242919067541
2022-09-04 21:46:40+00:00,0.5096270124614238,-0.4692379019657771,-0.7179528438051541
2022-09-04 21:48:20+00:00,0.5641396070768436,-0.45165926637748877,-0.68684616719683
2022-09-04 21:50:00+00:00,0.5695520899941524,-0.36853905336310466,-0.7317703282336394
2022-09-04 21:51:40+00:00,0.5695603800068298,-0.27909695756932096,-0.7704760376612344
2022-09-04 21:53:20+00:00,0.5332443978140752,-0.2719836271181702,-0.7992371643086275
2022-09-04 21:55:00+00:00,0.5234801276028156,-0.22664927157262957,-0.8197828354438145
2022-09-04 21:56:40+00:00,0.46546260935564826,-0.23897033127645648,-0.8506702621777852
2022-09-04 21:58:20+00:00,0.503379950846235,-0.24989173570026949,-0.8242581458886463
2022-09-04 22:00:00+00:00,0.5046906689306099,-0.22973698155333594,-0.8304770539204279
2022-09-04 22:01:40+00:00,0.5484538810203473,-0.22768005977074302,-0.8025335185229777
2022-09-04 22:03:20+00:00,0.5918735814342895,-0.21296868817880746,-0.775306787242492
2022-09-04 22:05:00+00:00,0.5877765743931135,-0.16424911799530184,-0.7900689976414044
2022-09-04 22:06:40+00:00,0.5801185125609238,-0.1822581156219045,-0.7925322223206361
2022-09-04 22:08:20+00:00,0.5521147049963474,-0.19383627877881127,-0.8087532420456408
2022-09-04 22:10:00+00:00,0.5313911102712153,-0.1633878348084787,-0.8292591628432274
2022-09-04 22:11:40+00:00,0.5357744074612856,-0.19571497276425356,-0.8196174252529939
2022-09-04 22:13:20+00:00,0.4317836539944012,-0.23206104215234513,-0.8693334745367368
2022-09-04 22:15:00+00:00,0.38644103291134035,-0.2674226866786678,-0.8802583386997381
2022-09-04 22:16:40+00:00,0.2990881323317686,-0.22641443153222396,-0.9249192531903583
2022-09-04 22:18:20+00:00,0.25030833865205443,-0.2789462212224801,-0.925920691639185
2022-09-04 22:20:00+00:00,0.1889255705165366,-0.31204105228185647,-0.9295074817538261
2022-09-04 22:21:40+00:00,0.2124427273372809,-0.3402605520933866,-0.9142743715643881
2022-09-04 22:23:20+00:00,0.18709028941889602,-0.2936017947023113,-0.9356821139653524
2022-09-04 22:25:00+00:00,0.12269445398822422,-0.2492879015952348,-0.9595001061260701
2022-09-04 22:26:40+00:00,0.18767955085883534,-0.2589347772796948,-0.9460729041695595
2022-09-04 22:28:20+00:00,0.1675519072823226,-0.270310754875342,-0.9461013874411583
2022-09-04 22:30:00+00:00,0.1679194009241958,-0.3095116530607144,-0.9343646040558815
2022-09-04 22:31:40+00:00,0.10898256412474434,-0.33792725923160705,-0.933653802673022
2022-09-04 22:33:20+00:00,0.1769097468691567,-0.3561527603616317,-0.916081956376632
2022-09-04 22:35:00+00:00,0.27486592252428327,-0.2810932241628567,-0.9177002774178982
2022-09-04 22:36:40+00:00,0.3672801400596896,-0.28723288688808674,-0.8822009949386118
2022-09-04 22:38:20+00:00,0.4161482587953408,-0.22343211185187098,-0.8794557533661524
2022-09-04 22:40:00+00:00,0.49808577718834085,-0.18216455109727875,-0.8452865945299467
2022-09-04 22:41:40+00:00,0.504628207758069,-0.12375710848408436,-0.8524353260795275
2022-09-04 22:43:20+00:00,0.5344755644351245,-0.1682069359378268,-0.8263221633434296
2022-09-04 22:45:00+00:00,0.5594056020180385,-0.23818559835975364,-0.7917598752180736
2022-09-04 22:46:40+00:00,0.5515568510691324,-0.21456007571890945,-0.8030515705545743
2022-09-04 22:48:20+00:00,0.49952035024762154,-0.25796441553781424,-0.8255076484878857
2022-09-04 22:50:00+00:00,0.4437830749154091,-0.279434035072724,-0.8497825303673744
2022-09-04 22:51:40+00:00,0.4162227241446574,-0.25776019620398677,-0.8704136780897777
2022-09-04 22:53:20+00:00,0.34288430473456777,-0.25344373423606154,-0.9030321911970774
2022-09-04 22:55:00+00:00,0.33538364371905727,-0.25592137905458606,-0.9054417305688063
2022-09-04 22:56:40+00:00,0.3422241381804148,-0.2543195393805702,-0.9030370491246382
2022-09-04 22:58:20+00:00,0.37968436253567533,-0.2730798009658853,-0.8824702694515387
2022-09-04 23:00:00+00:00,0.4177416556328535,-0.28330729082226747,-0.8620625425875187
2022-09-04 23:01:40+00:00,0.4402445295453071,-0.28948266008247925,-0.8483424380421638
2022-09-04 23:03:20+00:00,0.4191464733332395,-0.36396778772274646,-0.829739956309398
2022-09-04 23:05:00+00:00,0.4568927326301734,-0.3153381958728035,-0.8285767436524232
2022-09-04 23:06:40+00:00,0.3934642069538434,-0.2386118148391445,-0.8864334039886792
2022-09-04 23:08:20+00:00,0.40822517046084,-0.21272118289023634,-0.8855841736495494
2022-09-04 23:10:00+00:00,0.32627803906798364,-0.15964791825972494,-0.9302206739783285
2022-09-04 23:11:40+00:00,0.30992637444287535,-0.07226165083236988,-0.9459286526342233
2022-09-04 23:13:20+00:00,0.344454914368689,0.08876692530466239,-0.9309577716390292
2022-09-04 23:15:00+00:00,0.3450202188268303,0.2319734538098176,-0.9067589338620504
2022-09-04 23:16:40+00:00,0.3081640065585573,0.24863897623494263,-0.9165903432667255
2022-09-04 23:18:20+00:00,0.34293290525674813,0.25211630644897615,-0.9029277674357097
2022-09-04 23:20:00+00:00,0.4857649204879999,0.15209758825910583,-0.8584531691173712
2022-09-04 23:21:40+00:00,0.527081285243233,0.20238090179239707,-0.8237046168744564
2022-09-04 23:23:20+00:00,0.6248493146399657,0.1852323477901518,-0.7544450215498606
2022-09-04 23:25:00+00:00,0.7307460241019725,0.122515335966212,-0.6676228881875674
2022-09-04 23:26:40+00:00,0.7784810427824657,0.14877259703275433,-0.6051791688799858
2022-09-04 23:28:20+00:00,0.8166117843488853,0.2836722927168011,-0.4968387908736865
2022-09-04 23:30:00+00:00,0.8059868667026361,0.3862511569137374,-0.4412953577687343
2022-09-04 23:31:40+00:00,0.7994237074255943,0.5403255054354668,-0.24895888636509572
2022-09-04 23:33:20+00:00,0.7916311626136302,0.6048014773428441,-0.06241597261745479
2022-09-04 23:35:00+00:00,0.8110286007324855,0.5809420046706995,0.020765328079772473
2022-09-04 23:36:40+00:00,0.7918088069558142,0.6080982139706612,-0.025776213055942184
2022-09-04 23:38:20+00:00,0.7654599395394325,0.6323425245285034,-0.1055722223098079
2022-09-04 23:40:00+00:00,0.7282569868365923,0.6700759916007519,-0.13491915162264675
2022-09-04 23:41:40+00:00,0.760180873622497,0.6440833509961763,-0.06778283057423926
2022-09-04 23:43:20+00:00,0.8051760157942772,0.5896471798419952,0.029319615437028285
2022-09-04 23:45:00+00:00,0.8457833346227804,0.5236869926999012,0.08082188920428351
2022-09-04 23:46:40+00:00,0.8809021262824536,0.4406999673197667,0.16481180295037723
2022-09-04 23:48:20+00:00,0.8966663864751657,0.39064897596836085,0.20070177330945924
2022-09-04 23:50:00+00:00,0.89647582406799,0.38033956939975416,0.22105596601342156
2022-09-04 23:51:40+00:00,0.8601789148151875,0.4819086783627668,0.15482261136484637
2022-09-04 23:53:20+00:00,0.7925384036203226,0.6068011766672134,0.01074798321273798
2022-09-04 23:55:00+00:00,0.742272865374883,0.6583795938889184,-0.11650166367646304
2022-09-04 23:56:40+00:00,0.6968616284430026,0.6701211595038573,-0.2506902777279416
2022-09-04 23:58:20+00:00,0.6639634378751119,0.6785062705973783,-0.3109796699509024
2022-09-05 00:00:00+00:00,0.5922512995203335,0.7023169658581416,-0.3898598691821098
2022-09-05 00:01:40+00:00,0.4974518316239119,0.7646627437571684,-0.40608663787444427
2022-09-05 00:03:20+00:00,0.46668932718535255,0.7808572649459045,-0.41186928398907185
2022-09-05 00:05:00+00:00,0.4599522643536329,0.7520034892857075,-0.46921287700533865
2022-09-05 00:06:40+00:00,0.4715212967246771,0.736383072733879,-0.4826094599316518
2022-09-05 00:08:20+00:00,0.4627939444780349,0.7346107354263465,-0.4931236709157626
2022-09-05 00:10:00+00:00,0.5170795059700807,0.7067798137168089,-0.48053257338702676
2022-09-05 00:11:40+00:00,0.5072194583714007,0.7231169062356154,-0.46649538104732824
2022-09-05 00:13:20+00:00,0.5316583248972893,0.7306086409588655,-0.42625690475106237
2022-09-05 00:15:00+00:00,0.5390425327916939,0.7314281138281028,-0.4149966684480508
2022-09-05 00:16:40+00:00,0.5547705251723528,0.752414904187123,-0.35258969898025194
2022-09-05 00:18:20+00:00,0.5689519693702458,0.7638449508945148,-0.3008823669205109
2022-09-05 00:20:00+00:00,0.5806888022273778,0.7656630647182464,-0.2733096815148989
2022-09-05 00:21:40+00:00,0.5560837623973687,0.772612231473128,-0.3031106247628728
2022-09-05 00:23:20+00:00,0.556423179830114,0.7645193835099539,-0.3226426744461059
2022-09-05 00:25:00+00:00,0.5608957951515912,0.774088589400053,-0.29007385462522506
2022-09-05 00:26:40+00:00,0.558366726115346,0.7803439942499002,-0.2780866165086627
2022-09-05 00:28:20+00:00,0.5842839852223792,0.7929892121752102,-0.16575149310752746
2022-09-05 00:30:00+00:00,0.5761789813637733,0.814491103887558,-0.03665611265382416
2022-09-05 00:31:40+00:00,0.5196048615376153,0.8496163313090801,0.07694049426509683
2022-09-05 00:33:20+00:00,0.507368109797438,0.8351250236233075,0.20726378711561358
2022-09-05 00:35:00+00:00,0.4591782126079002,0.8380390844742457,0.2911397903785109
2022-09-05 00:36:40+00:00,0.36390062215427554,0.8602126368383567,0.3533811965088049
2022-09-05 00:38:20+00:00,0.33546497444311774,0.8505827510853607,0.4016127508382002
2022-09-05 00:40:00+00:00,0.3014801223079363,0.841136229733626,0.44682989036043474
2022-09-05 00:41:40+00:00,0.34058793899913625,0.7966592156390349,0.4974596898506085
2022-09-05 00:43:20+00:00,0.35905934271713097,0.7721590059498946,0.5223721268773078
2022-09-05 00:45:00+00:00,0.3618223109096288,0.7830628627041974,0.5040375734120608
2022-09-05 00:46:40+00:00,0.38196534139414623,0.7413562175134818,0.5500526189059018
2022-09-05 00:48:20+00:00,0.38385873518884184,0.6854938148458798,0.6168456828345855
2022-09-05 00:50:00+00:00,0.3779466891288757,0.6501840521891912,0.6575638343890507
2022-09-05 00:51:40+00:00,0.3698831908156474,0.6493504901727041,0.6628321174283822
2022-09-05 00:53:20+00:00,0.33373116726676616,0.6803307957450548,0.6509895366430283
2022-09-05 00:55:00+00:00,0.3025807215397556,0.7391940567394097,0.6000168359776338
2022-09-05 00:56:40+00:00,0.31381600969781476,0.7744430621961752,0.5470605325698853
2022-09-05 00:58:20+00:00,0.3496007924278577,0.8312214017411073,0.4294969024012486
2022-09-05 01:00:00+00:00,0.370632953941822,0.8477541436751682,0.3771593877673149
